Id,SalePrice
1667,387280.78
1668,334279.66
1669,293348.9
1670,352476.56
1671,252329.94
1672,434339.88
1673,293353.66
1674,247418.05
1675,175924.17
1676,184324.94
1677,220257.84
1678,440955.97
1679,384981.1
1680,351003.28
1681,237411.03
1682,299135.84
1683,172433.17
1684,179896.81
1685,169531.39
1686,168490.33
1687,166590.1
1688,193693.86
1689,191187.48
1690,193262.1
1691,176014.97
1692,263044.06
1693,166443.69
1694,180516.36
1695,168711.73
1696,265309.47
1697,173940.44
1698,363416.78
1699,321043.75
1700,242008.6
1701,266053.88
1702,257451.77
1703,263387.2
1704,282819.38
1705,228531.84
1706,416843.03
1707,211723.36
1708,201203.36
1709,278606.78
1710,224244.61
1711,259457.86
1712,255351.8
1713,265472.22
1714,228026.33
1715,200717.33
1716,177336.94
1717,176236.52
1718,134539.9
1719,197788.39
1720,252393.95
1721,165799.84
1722,128367.24
1723,155158.25
1724,209554.66
1725,238494.16
1726,183067.81
1727,155708.64
1728,186340.36
1729,162044.84
1730,150863.31
1731,121673.43
1732,128564.98
1733,118072.63
1734,120402.555
1735,136868.84
1736,117631.94
1737,303355.78
1738,222792.55
1739,269761.84
1740,213428.7
1741,189235.27
1742,166686.72
1743,172430.53
1744,299398.97
1745,212362.98
1746,190408.16
1747,219308.34
1748,223584.12
1749,153252.06
1750,133574.53
1751,245689.6
1752,125931.7
1753,149627.2
1754,198571.78
1755,170702.25
1756,127606.82
1757,119355.91
1758,146525.62
1759,162018.42
1760,168193.81
1761,139368.44
1762,175096.48
1763,170653.58
1764,119099.27
1765,168633.72
1766,177827.06
1767,216059.67
1768,144442.0
1769,176156.03
1770,147862.83
1771,128652.06
1772,138456.98
1773,127948.15
1774,137227.36
1775,136764.6
1776,126134.35
1777,110149.03
1778,139595.5
1779,112512.36
1780,177989.1
1781,132768.58
1782,89480.36
1783,136885.42
1784,98309.63
1785,115483.53
1786,124647.6
1787,166396.55
1788,60386.285
1789,94246.555
1790,83574.375
1791,196892.19
1792,155246.77
1793,131855.27
1794,143160.86
1795,128074.01
1796,116939.46
1797,115061.06
1798,122181.11
1799,108365.04
1800,128324.89
1801,131182.48
1802,129507.36
1803,148137.5
1804,141815.44
1805,140973.61
1806,118632.69
1807,129826.4
1808,115145.37
1809,117413.164
1810,145042.19
1811,99296.55
1812,95285.32
1813,124210.8
1814,97416.48
1815,59788.04
1816,95369.875
1817,103310.77
1818,134204.28
1819,123364.36
1820,59654.766
1821,106887.24
1822,138741.7
1823,49554.73
1824,133453.83
1825,132092.89
1826,104006.72
1827,107276.33
1828,141690.12
1829,115682.72
1830,141839.92
1831,149076.84
1832,90796.08
1833,144028.25
1834,120486.41
1835,135057.72
1836,126532.3
1837,95044.64
1838,123973.63
1839,92920.35
1840,149177.53
1841,139283.8
1842,85811.89
1843,131282.36
1844,131326.06
1845,135367.58
1846,153897.67
1847,162328.97
1848,63946.29
1849,104651.26
1850,121155.97
1851,154992.17
1852,131220.53
1853,138286.36
1854,172958.22
1855,141246.39
1856,223456.86
1857,146558.89
1858,134475.38
1859,115794.86
1860,145466.22
1861,114415.36
1862,308389.0
1863,306239.0
1864,306239.0
1865,331152.97
1866,326485.3
1867,241237.34
1868,306870.75
1869,207084.44
1870,239512.33
1871,239624.5
1872,169810.69
1873,232919.25
1874,150315.14
1875,212923.7
1876,193122.25
1877,209829.83
1878,199778.52
1879,130632.43
1880,140068.11
1881,240510.3
1882,256853.62
1883,192494.5
1884,203961.4
1885,247928.0
1886,306126.88
1887,201765.98
1888,282383.56
1889,159050.1
1890,125989.96
1891,136814.42
1892,108738.234
1893,133066.47
1894,131912.38
1895,133549.83
1896,122656.15
1897,118391.5
1898,106313.664
1899,147474.44
1900,147730.48
1901,167738.56
1902,131572.39
1903,209648.81
1904,130502.93
1905,195726.03
1906,173306.61
1907,202248.17
1908,107967.06
1909,140299.52
1910,122231.92
1911,206824.9
1912,306372.2
1913,135868.62
1914,57971.383
1915,298615.1
1916,67998.19
1917,262401.62
1918,139771.73
1919,170910.27
1920,151650.48
1921,439739.38
1922,322319.66
1923,210337.72
1924,232721.19
1925,194734.95
1926,406863.5
1927,133532.62
1928,153340.95
1929,119050.67
1930,128442.67
1931,143584.03
1932,132571.83
1933,174028.39
1934,185894.5
1935,172035.67
1936,186345.52
1937,184395.8
1938,169072.86
1939,246278.89
1940,187903.08
1941,176387.67
1942,185784.44
1943,202640.3
1944,350508.22
1945,374116.0
1946,143497.94
1947,298119.12
1948,177941.4
1949,248858.48
1950,185915.77
1951,255975.73
1952,220142.97
1953,165709.73
1954,179536.55
1955,127396.336
1956,286896.12
1957,150819.58
1958,310499.6
1959,144232.9
1960,113717.52
1961,117918.016
1962,99191.87
1963,99376.125
1964,108062.97
1965,148889.58
1966,144131.58
1967,286713.4
1968,425713.6
1969,394933.12
1970,441333.34
1971,458355.06
1972,396265.28
1973,266881.8
1974,311588.84
1975,435225.12
1976,273114.34
1977,368032.5
1978,366710.97
1979,346028.78
1980,194534.86
1981,342076.38
1982,220150.73
1983,200173.67
1984,171270.38
1985,219533.5
1986,215075.56
1987,171627.95
1988,172734.69
1989,195529.02
1990,205410.98
1991,226957.62
1992,213969.78
1993,174233.97
1994,237008.58
1995,193589.89
1996,256594.1
1997,308878.78
1998,340264.1
1999,248768.56
2000,329399.2
2001,263758.22
2002,245856.02
2003,270127.16
2004,269405.25
2005,224252.1
2006,223761.39
2007,246173.69
2008,213308.84
2009,187932.81
2010,198299.28
2011,140831.72
2012,174166.86
2013,177802.98
2014,186103.1
2015,207462.6
2016,191335.22
2017,199532.52
2018,125628.46
2019,132247.69
2020,110200.73
2021,112119.47
2022,177806.03
2023,136060.8
2024,243112.23
2025,347268.8
2026,176814.8
2027,149963.05
2028,144992.95
2029,162144.86
2030,269333.3
2031,235993.62
2032,250195.86
2033,264803.9
2034,161501.0
2035,214224.6
2036,192979.94
2037,196204.45
2038,288110.47
2039,219080.7
2040,310198.3
2041,298478.44
2042,205054.38
2043,175023.36
2044,168492.73
2045,212782.02
2046,144817.17
2047,141282.5
2048,136824.47
2049,140957.89
2050,184401.25
2051,107394.04
2052,128605.94
2053,146440.4
2054,81982.3
2055,155750.38
2056,143099.16
2057,117817.86
2058,221906.17
2059,131606.28
2060,172559.52
2061,175826.89
2062,132769.6
2063,112470.09
2064,137986.39
2065,115746.945
2066,162671.0
2067,113543.27
2068,140856.83
2069,86978.23
2070,111915.96
2071,93472.29
2072,129206.1
2073,143050.58
2074,191624.3
2075,145485.08
2076,119245.43
2077,156967.75
2078,128282.43
2079,135891.95
2080,119570.55
2081,127659.04
2082,123805.51
2083,143363.88
2084,115566.72
2085,119641.266
2086,115338.14
2087,120841.29
2088,102817.46
2089,80496.35
2090,127868.0
2091,118151.02
2092,124425.86
2093,112803.305
2094,121247.164
2095,148663.98
2096,80201.414
2097,94364.01
2098,146995.06
2099,56080.027
2100,83686.27
2101,117654.375
2102,122986.34
2103,101519.25
2104,140189.31
2105,117325.516
2106,69113.55
2107,235836.6
2108,114744.49
2109,111159.77
2110,133866.56
2111,152515.34
2112,142716.33
2113,118784.62
2114,113374.05
2115,161183.58
2116,125751.445
2117,144830.44
2118,128045.8
2119,107123.79
2120,124600.06
2121,111139.21
2122,105057.24
2123,90656.43
2124,166911.66
2125,130077.61
2126,139089.86
2127,157992.61
2128,122896.414
2129,99508.23
2130,136050.92
2131,137628.92
2132,120624.83
2133,128093.8
2134,121731.35
2135,94608.93
2136,76647.05
2137,109384.44
2138,131176.86
2139,150454.25
2140,142327.6
2141,139659.81
2142,126799.625
2143,144354.56
2144,115840.92
2145,137616.06
2146,163760.73
2147,139002.88
2148,135784.95
2149,139024.61
2150,229613.66
2151,114653.59
2152,175693.31
2153,169371.89
2154,108977.53
2155,133756.56
2156,269041.2
2157,238354.78
2158,236517.03
2159,201055.67
2160,172081.12
2161,247465.95
2162,346105.34
2163,360789.53
2164,248420.3
2165,190093.36
2166,149975.5
2167,218138.36
2168,199887.34
2169,193962.06
2170,218918.62
2171,147779.38
2172,133210.7
2173,161865.67
2174,228084.61
2175,296573.66
2176,316889.5
2177,232718.53
2178,213748.9
2179,141530.5
2180,220638.78
2181,185309.14
2182,224406.34
2183,188161.83
2184,120819.05
2185,120768.48
2186,150325.17
2187,153453.75
2188,154182.66
2189,265980.8
2190,84188.664
2191,86022.23
2192,93804.84
2193,101559.53
2194,102951.69
2195,114566.48
2196,104727.83
2197,116857.86
2198,168924.1
2199,168779.0
2200,142625.84
2201,136363.33
2202,208447.25
2203,129479.195
2204,174811.67
2205,109835.39
2206,140586.4
2207,204039.03
2208,249958.56
2209,225772.88
2210,113736.07
2211,114825.055
2212,117650.23
2213,102812.266
2214,130547.87
2215,106442.71
2216,152059.45
2217,82848.83
2218,65292.64
2219,67256.26
2220,62702.16
2221,303115.47
2222,259109.7
2223,317324.06
2224,209499.11
2225,121404.52
2226,191087.95
2227,202788.77
2228,270555.12
2229,257398.98
2230,153018.84
2231,217195.11
2232,178152.12
2233,177193.75
2234,242450.97
2235,214210.5
2236,275171.38
2237,367313.7
2238,199687.66
2239,112224.52
2240,164130.03
2241,154667.48
2242,127733.445
2243,126098.75
2244,104342.52
2245,99667.31
2246,143501.34
2247,110437.87
2248,126447.375
2249,127507.8
2250,134801.27
2251,97222.68
2252,173474.44
2253,151299.45
2254,170716.4
2255,188165.6
2256,185552.3
2257,208908.95
2258,169184.47
2259,178765.48
2260,147739.64
2261,191204.25
2262,199714.33
2263,360895.53
2264,473023.0
2265,167193.95
2266,282508.8
2267,375577.38
2268,408909.22
2269,152077.72
2270,197343.92
2271,224913.48
2272,197947.64
2273,165790.03
2274,177082.27
2275,171976.94
2276,195747.67
2277,183700.73
2278,145693.34
2279,126586.01
2280,121250.87
2281,163827.6
2282,186468.19
2283,103171.06
2284,107230.09
2285,144091.17
2286,124418.03
2287,347571.3
2288,270868.03
2289,394425.0
2290,464904.94
2291,319271.34
2292,422980.34
2293,446519.88
2294,404810.28
2295,469285.5
2296,298838.72
2297,313107.12
2298,320951.62
2299,391218.62
2300,338515.97
2301,283083.53
2302,248288.12
2303,244781.0
2304,251562.02
2305,184089.36
2306,183559.23
2307,183220.81
2308,225728.1
2309,278577.0
2310,203554.89
2311,190809.7
2312,176287.11
2313,173440.2
2314,172672.94
2315,170771.45
2316,178860.98
2317,186115.7
2318,172278.83
2319,180182.52
2320,189675.77
2321,237313.47
2322,178212.44
2323,182440.38
2324,170334.08
2325,218042.48
2326,170756.47
2327,203532.95
2328,217908.81
2329,188067.28
2330,180718.4
2331,360949.9
2332,379262.0
2333,327920.4
2334,238683.25
2335,274218.84
2336,335015.28
2337,202901.36
2338,279007.47
2339,225270.69
2340,413646.06
2341,226276.62
2342,243978.34
2343,225614.03
2344,213683.28
2345,248021.66
2346,208436.72
2347,191373.55
2348,235922.08
2349,172177.48
2350,288767.34
2351,254718.22
2352,251481.19
2353,229873.28
2354,132749.33
2355,145554.89
2356,149543.17
2357,197322.27
2358,188260.02
2359,128154.16
2360,117674.46
2361,144354.97
2362,282818.8
2363,139303.05
2364,157261.44
2365,222655.75
2366,193816.0
2367,233430.03
2368,207827.75
2369,229134.38
2370,164868.3
2371,164208.62
2372,181988.22
2373,268724.25
2374,318074.25
2375,255948.89
2376,278594.56
2377,342649.7
2378,144279.69
2379,199707.66
2380,144021.11
2381,164895.19
2382,198566.48
2383,209769.02
2384,240721.19
2385,161849.78
2386,137877.75
2387,138815.03
2388,96294.484
2389,121337.39
2390,142334.66
2391,137736.33
2392,114046.71
2393,172923.9
2394,140564.42
2395,208329.6
2396,146231.36
2397,227604.84
2398,133375.83
2399,66761.0
2400,58839.223
2401,108894.31
2402,138923.89
2403,141585.84
2404,150886.19
2405,154571.62
2406,143758.86
2407,123887.125
2408,143280.78
2409,125105.87
2410,165187.16
2411,122528.6
2412,154046.12
2413,132852.42
2414,137935.48
2415,138694.61
2416,124907.49
2417,136406.12
2418,128857.12
2419,122527.08
2420,125871.664
2421,148007.44
2422,112224.52
2423,121291.34
2424,153680.31
2425,199477.53
2426,137489.08
2427,127874.47
2428,177772.62
2429,118989.375
2430,131983.1
2431,111479.96
2432,144453.3
2433,147402.16
2434,142281.05
2435,146160.53
2436,107349.7
2437,108145.55
2438,130270.9
2439,111485.914
2440,117857.08
2441,97820.98
2442,102462.73
2443,124930.484
2444,126691.08
2445,84175.98
2446,130895.06
2447,179116.34
2448,139627.31
2449,108195.79
2450,143825.66
2451,126357.086
2452,201971.2
2453,96630.17
2454,121280.36
2455,128800.6
2456,135311.31
2457,125955.73
2458,121026.164
2459,109887.36
2460,136348.25
2461,119536.914
2462,142322.58
2463,124246.46
2464,175723.8
2465,132837.47
2466,111994.01
2467,138556.33
2468,78581.35
2469,76375.1
2470,194939.17
2471,205104.44
2472,163992.66
2473,120178.625
2474,81592.38
2475,225885.95
2476,116247.84
2477,125396.73
2478,146652.0
2479,107331.586
2480,149812.11
2481,121592.695
2482,125942.51
2483,114765.5
2484,122149.65
2485,122334.08
2486,155854.23
2487,166445.9
2488,160315.73
2489,143831.95
2490,146880.72
2491,93702.555
2492,177825.53
2493,147356.34
2494,152055.97
2495,94730.36
2496,268416.88
2497,155480.88
2498,115874.62
2499,92841.87
2500,134006.81
2501,140371.39
2502,155095.83
2503,101886.164
2504,172440.73
2505,218773.58
2506,257205.12
2507,291540.56
2508,255524.28
2509,218793.4
2510,222809.33
2511,179177.69
2512,201644.02
2513,216785.16
2514,238328.64
2515,149888.7
2516,164973.84
2517,142782.22
2518,155798.95
2519,217658.55
2520,211638.97
2521,190891.23
2522,217236.75
2523,124514.66
2524,133914.7
2525,149010.31
2526,135382.3
2527,119239.74
2528,128256.86
2529,135902.31
2530,115361.68
2531,250624.05
2532,223660.9
2533,194503.7
2534,232755.81
2535,327293.7
2536,227450.34
2537,231858.56
2538,183645.9
2539,191992.33
2540,169604.66
2541,182305.06
2542,166114.16
2543,125353.68
2544,122004.35
2545,141394.52
2546,133860.69
2547,141143.52
2548,152204.53
2549,161759.97
2550,566837.8
2551,138706.52
2552,126915.04
2553,82373.445
2554,102776.68
2555,119009.58
2556,104340.73
2557,116286.875
2558,132779.97
2559,131173.98
2560,141499.33
2561,137505.34
2562,127185.234
2563,146249.2
2564,210716.19
2565,130128.6
2566,154246.48
2567,129597.055
2568,187454.89
2569,201523.3
2570,113118.945
2571,180371.97
2572,156754.44
2573,216224.78
2574,269218.28
2575,127690.57
2576,120565.02
2577,146884.78
2578,81582.266
2579,68724.91
2580,112633.78
2581,106279.2
2582,101221.586
2583,271691.78
2584,171276.08
2585,172657.28
2586,217116.2
2587,201862.2
2588,144261.11
2589,146966.05
2590,211555.42
2591,208287.28
2592,215541.88
2593,255401.73
2594,184161.7
2595,198061.7
2596,322705.34
2597,182970.06
2598,273334.78
2599,312193.56
2600,138032.86
2601,152336.25
2602,84540.5
2603,95558.695
2604,86263.914
2605,79234.69
2606,147450.11
2607,187966.52
2608,200711.2
2609,163891.81
2610,108421.375
2611,118965.44
2612,154131.2
2613,131561.11
2614,135715.55
2615,155736.12
2616,139447.14
2617,180097.98
2618,197940.28
2619,199593.03
2620,185997.34
2621,177022.16
2622,183708.27
2623,253466.14
2624,317068.75
2625,298937.94
2626,177472.97
2627,171825.47
2628,460991.03
2629,492985.66
2630,330906.75
2631,442467.4
2632,435449.34
2633,284499.28
2634,399797.0
2635,158771.1
2636,188444.84
2637,177074.66
2638,255249.55
2639,188011.7
2640,148490.83
2641,105580.33
2642,188664.4
2643,99166.42
2644,125818.02
2645,100368.29
2646,94505.41
2647,101220.81
2648,148388.48
2649,144533.5
2650,143970.02
2651,146363.62
2652,416425.03
2653,250134.8
2654,237976.83
2655,408384.66
2656,305470.1
2657,343513.8
2658,294462.78
2659,285589.9
2660,360793.66
2661,334486.62
2662,343371.97
2663,284338.97
2664,269970.06
2665,320004.16
2666,288638.22
2667,168556.7
2668,180834.61
2669,170065.94
2670,273737.3
2671,181604.36
2672,192428.61
2673,206123.7
2674,199121.92
2675,164380.03
2676,188420.95
2677,193359.25
2678,248852.08
2679,276065.06
2680,278194.72
2681,401724.4
2682,326552.6
2683,490094.3
2684,316454.62
2685,338122.0
2686,269913.4
2687,335569.44
2688,223926.4
2689,204953.11
2690,455000.7
2691,184936.28
2692,134345.66
2693,192456.69
2694,135373.9
2695,196757.78
2696,187748.12
2697,188589.58
2698,190139.4
2699,170360.56
2700,153461.94
2701,153820.62
2702,111314.234
2703,127577.62
2704,135252.73
2705,120126.945
2706,117341.19
2707,125647.87
2708,133991.86
2709,102137.36
2710,124323.14
2711,281106.47
2712,372090.3
2713,168244.5
2714,152421.7
2715,166211.14
2716,150897.7
2717,180753.22
2718,231677.31
2719,157394.67
2720,179312.05
2721,136438.9
2722,163469.72
2723,147144.86
2724,129176.164
2725,134596.88
2726,144752.28
2727,176494.02
2728,172831.75
2729,144761.94
2730,145563.36
2731,131734.86
2732,124145.9
2733,154963.8
2734,154059.05
2735,138079.33
2736,140636.56
2737,124657.234
2738,139897.22
2739,162447.14
2740,132198.62
2741,144989.9
2742,148203.48
2743,149599.23
2744,159840.8
2745,142630.33
2746,140403.12
2747,139417.89
2748,113143.66
2749,125838.06
2750,137891.69
2751,138690.11
2752,186372.89
2753,149141.55
2754,218372.11
2755,130175.77
2756,90320.734
2757,68861.63
2758,84962.97
2759,154707.31
2760,117990.46
2761,141575.86
2762,147489.06
2763,195489.48
2764,141771.62
2765,298004.0
2766,137470.6
2767,86186.87
2768,134488.2
2769,126066.52
2770,143821.81
2771,115365.53
2772,116461.79
2773,148998.67
2774,138856.6
2775,116730.32
2776,135538.88
2777,145083.97
2778,98176.49
2779,115520.875
2780,102666.27
2781,96281.35
2782,95749.805
2783,94588.54
2784,124289.71
2785,129957.086
2786,66422.95
2787,123669.69
2788,73536.69
2789,177532.89
2790,89320.24
2791,114771.305
2792,60707.156
2793,172179.45
2794,100455.52
2795,120701.58
2796,96273.18
2797,195781.28
2798,110025.88
2799,114348.93
2800,67840.59
2801,110668.66
2802,133390.72
2803,164443.06
2804,126313.71
2805,99650.58
2806,81745.89
2807,163061.16
2808,146774.3
2809,138737.6
2810,132377.27
2811,157403.97
2812,148016.62
2813,159260.16
2814,165105.89
2815,103589.58
2816,243928.8
2817,148338.67
2818,124416.25
2819,157917.14
2820,140153.62
2821,107502.87
2822,196389.22
2823,282585.88
2824,182318.27
2825,136739.42
2826,132648.6
2827,145541.28
2828,207882.66
2829,196440.55
2830,229466.11
2831,174229.16
2832,252494.11
2833,286608.7
2834,209227.56
2835,215518.86
2836,192065.77
2837,155111.8
2838,153029.34
2839,178034.42
2840,206468.39
2841,205723.48
2842,229709.14
2843,147664.0
2844,163236.05
2845,122847.67
2846,207844.2
2847,195106.38
2848,217963.06
2849,199571.72
2850,279448.72
2851,232437.72
2852,233822.39
2853,236891.75
2854,142092.3
2855,199500.55
2856,200918.05
2857,187602.97
2858,198474.1
2859,131068.32
2860,132277.83
2861,126173.33
2862,198165.23
2863,128618.695
2864,239974.86
2865,138896.47
2866,139356.2
2867,95797.57
2868,100960.13
2869,110223.22
2870,137538.92
2871,82888.58
2872,49636.793
2873,102951.195
2874,142747.5
2875,124504.914
2876,161014.73
2877,133902.06
2878,166536.89
2879,141340.31
2880,100442.875
2881,145906.92
2882,169247.4
2883,191315.88
2884,195686.45
2885,189303.86
2886,230256.16
2887,92365.59
2888,132893.86
2889,64184.875
2890,81502.4
2891,134664.28
2892,55999.062
2893,83411.38
2894,51872.08
2895,298366.88
2896,273760.53
2897,210384.06
2898,155179.12
2899,214450.27
2900,160889.78
2901,189614.28
2902,180814.77
2903,344479.28
2904,351807.94
2905,90746.48
2906,203062.22
2907,108412.586
2908,137934.56
2909,151881.77
2910,81744.336
2911,81251.65
2912,142438.27
2913,87277.1
2914,79156.59
2915,82389.78
2916,86002.375
2917,152652.84
2918,121087.47
2919,226757.06
